day,depth,distance,gap,hour,id,latitude,longitude,magnitude,minute,month,area,second,significance,time.full,year
2,528.57,6.002,178,15,us10006af1,-23.4608,-179.8971,4.3,49,8,South of the Fiji Islands,45,284,8/2/2016 15:49,2016
2,45.57,1.175,65,19,us100069l4,39.462,73.323,4.3,6,8,Kyrgyzstan,18,284,8/2/2016 19:06,2016
5,142.22,0.015,53,15,us10006b5q,-18.3324,-69.4911,4.3,34,8,Chile,3,284,8/5/2016 15:34,2016
5,87.57,2.104,136,16,us10006bjy,51.0173,157.3582,4.3,9,8,Russia,24,284,8/5/2016 16:09,2016
5,168.21,3.479,124,19,us10006cbr,18.7331,145.5641,4.3,21,8,Northern Mariana Islands,32,284,8/5/2016 19:21,2016
6,573.68,5.362,124,3,us10006btm,-23.0231,179.2082,4.3,58,8,South of the Fiji Islands,56,284,8/6/2016 3:58,2016
7,103.9,0,0,9,us10006bxy,-26.105,-69.396,4.3,12,8,Chile,50,284,8/7/2016 9:12,2016
7,10,2.539,148,20,us10006bzv,6.0248,-82.67,4.3,36,8,Panama,54,284,8/7/2016 20:36,2016
8,503.77,7.122,143,0,us10006cwr,-24.609,-179.7836,4.3,16,8,South of the Fiji Islands,1,284,8/8/2016 0:16,2016
8,10,1.197,187,0,us10006c05,-31.7173,-72.3279,4.3,19,8,Chile,42,284,8/8/2016 0:19,2016
8,51.23,4.358,239,7,us10006cww,-10.9575,164.1014,4.3,25,8,Solomon Islands,11,284,8/8/2016 7:25,2016
8,85.34,3.135,113,7,us10006cwy,-4.6796,155.2703,4.3,49,8,Papua New Guinea,27,284,8/8/2016 7:49,2016
8,10,15.335,241,19,us10006cxg,0.2461,-18.9604,4.3,42,8,Central Mid-Atlantic Ridge,23,284,8/8/2016 19:42,2016
9,22.37,1.478,83,11,us10006cz7,-8.4205,115.6452,4.3,37,8,Indonesia,37,286,8/9/2016 11:37,2016
9,10,10.711,128,23,us10006chw,34.376,86.1432,4.3,0,8,China,30,284,8/9/2016 23:00,2016
10,10,12.737,126,6,us10006ckh,34.3885,86.1766,4.3,23,8,China,42,284,8/10/2016 6:23,2016
10,10,2.44,66,8,us10006cl6,39.4681,73.5545,4.3,44,8,Kyrgyzstan,3,284,8/10/2016 8:44,2016
10,35.39,2.922,142,12,us10006dc6,-11.5143,162.053,4.3,14,8,Solomon Islands,33,284,8/10/2016 12:14,2016
10,583.34,3.038,178,13,us10006cn4,-17.7464,-178.7591,4.3,11,8,Fiji,36,284,8/10/2016 13:11,2016
12,253.36,1.913,69,4,us10006d8q,-22.5465,-66.1521,4.3,27,8,Argentina,22,284,8/12/2016 4:27,2016
12,35,2.221,144,8,us10006dab,39.2633,73.4331,4.3,15,8,Tajikistan,14,284,8/12/2016 8:15,2016
12,193.2,0,0,15,us10006deg,-24.187,-67.515,4.3,4,8,Argentina,51,284,8/12/2016 15:04,2016
12,10,2.338,122,20,us10006dhd,39.3951,73.4613,4.3,4,8,Kyrgyzstan,59,284,8/12/2016 20:04,2016
13,155.6,2.38,42,5,us10006djk,6.8375,-72.9925,4.3,29,8,Colombia,44,284,8/13/2016 5:29,2016
14,31.56,0.853,178,10,us10006drs,51.9803,-170.0901,4.3,33,8,Alaska,29,284,8/14/2016 10:33,2016
14,10,25.709,155,21,us10006f1x,-57.4279,-146.851,4.3,1,8,Pacific-Antarctic Ridge,53,284,8/14/2016 21:01,2016
14,41.46,2.118,141,21,us10006dtx,-7.0596,-80.5277,4.3,45,8,Peru,47,285,8/14/2016 21:45,2016
15,140.67,1.269,119,17,us10006e0d,39.1307,140.5864,4.3,12,8,Japan,26,284,8/15/2016 17:12,2016
15,137.01,0.904,93,18,us10006e10,51.9449,178.1702,4.3,56,8,Alaska,27,284,8/15/2016 18:56,2016
16,21.43,0.946,146,8,us10006e41,-19.9216,-71.0682,4.3,27,8,Chile,37,284,8/16/2016 8:27,2016
16,24.32,0.349,71,14,us10006e74,-33.588,-72.0254,4.3,42,8,Chile,50,286,8/16/2016 14:42,2016
17,20,0,0,8,us10006ejt,-16.52,-71.74,4.3,36,8,Peru,1,285,8/17/2016 8:36,2016
17,49.35,0.437,170,20,us10006el4,-27.4841,-70.8263,4.3,11,8,Chile,21,284,8/17/2016 20:11,2016
19,470.93,5.032,103,8,us10006f0p,-21.3299,-178.1818,4.3,40,8,Fiji,7,284,8/19/2016 8:40,2016
19,43.23,0.929,151,14,us10006f7v,39.3156,72.9847,4.3,29,8,Kyrgyzstan,10,284,8/19/2016 14:29,2016
22,26.6,0,0,22,ak13872309,50.8732,177.7846,4.3,37,8,Alaska,7,284,8/22/2016 22:37,2016
23,6.31,0.016,46,22,us10006g84,42.821,13.0995,4.3,59,8,Italy,35,284,8/23/2016 22:59,2016
23,10.72,0.221,64,23,us10006g8a,42.6328,13.2398,4.3,40,8,Italy,11,286,8/23/2016 23:40,2016
25,10,0.179,88,8,us20006tu8,42.6583,13.1641,4.3,36,8,Italy,7,285,8/25/2016 8:36,2016
27,540.25,4.539,84,10,us100069gq,-19.3536,-177.4688,4.4,22,7,Fiji,17,298,7/27/2016 10:22,2016
27,599.55,8.139,176,20,us100069i2,-25.9135,178.4949,4.4,36,7,South of the Fiji Islands,42,298,7/27/2016 20:36,2016
28,27.88,4.022,93,12,us1000682z,35.2862,39.0889,4.4,13,7,Syria,34,298,7/28/2016 12:13,2016
28,56.48,2.564,155,17,us100069ik,-6.5073,153.3722,4.4,36,7,Papua New Guinea,0,298,7/28/2016 17:36,2016
28,154.07,1.148,46,18,us1000688b,38.1605,72.8734,4.4,51,7,Tajikistan,11,298,7/28/2016 18:51,2016
29,140.3,0.598,118,2,us100069qv,14.1248,144.5869,4.4,54,7,Northern Mariana Islands,1,298,7/29/2016 2:54,2016
29,27.3,0,0,10,us100068du,-30.398,-72.137,4.4,45,7,Chile,9,298,7/29/2016 10:45,2016
29,296.23,3.703,80,18,us100068lq,18.9428,145.3636,4.4,11,7,Northern Mariana Islands,8,298,7/29/2016 18:11,2016
29,197,3.632,100,18,us100069rj,18.8766,145.4292,4.4,12,7,Northern Mariana Islands,36,298,7/29/2016 18:12,2016
29,163.57,3.165,180,20,us100069tg,-26.1033,-177.3974,4.4,40,7,South of the Fiji Islands,54,298,7/29/2016 20:40,2016
29,101.71,3.965,91,23,us100069tl,-4.5256,144.2552,4.4,31,7,Papua New Guinea,5,298,7/29/2016 23:31,2016
30,190.16,3.29,123,1,us100069tu,18.5487,145.7175,4.4,1,7,Northern Mariana Islands,3,298,7/30/2016 1:01,2016
30,62.37,0.543,141,1,us100068pd,14.053,-91.4117,4.4,25,7,Guatemala,46,300,7/30/2016 1:25,2016
30,10,5.697,194,7,us100069un,20.9692,145.7756,4.4,18,7,Northern Mariana Islands,24,298,7/30/2016 7:18,2016
30,10,3.987,67,16,us100069v0,-7.4679,68.4318,4.4,5,7,Chagos Archipelago region,45,298,7/30/2016 16:05,2016
30,10,15.772,100,22,us10006a50,-29.9464,-13.8144,4.4,28,7,Southern Mid-Atlantic Ridge,34,298,7/30/2016 22:28,2016
30,54.2,2.705,86,23,us10006a45,-7.9928,107.7934,4.4,30,7,Indonesia,47,298,7/30/2016 23:30,2016
31,34.17,2.466,132,0,us10006a46,-27.2824,-176.2253,4.4,27,7,New Zealand,31,298,7/31/2016 0:27,2016
31,197.9,3.261,100,1,us100068x7,18.5167,145.6248,4.4,35,7,Northern Mariana Islands,21,298,7/31/2016 1:35,2016
31,552.91,4.961,159,5,us10006a4d,-21.6264,-178.6404,4.4,33,7,Fiji,27,298,7/31/2016 5:33,2016
31,568.61,4.725,148,5,us10006a4i,-19.9161,-177.509,4.4,50,7,Fiji,17,298,7/31/2016 5:50,2016
31,109.08,2.352,106,6,us100068yr,5.338,127.1922,4.4,30,7,Philippines,19,298,7/31/2016 6:30,2016
31,35,1.4,174,12,us1000690l,38.8601,142.0495,4.4,35,7,Japan,2,298,7/31/2016 12:35,2016
31,536.01,3.463,82,21,us1000692q,3.7369,123.0631,4.4,13,7,Philippines,19,298,7/31/2016 21:13,2016
1,303.82,3.531,97,3,us10006949,18.768,145.3657,4.4,8,8,Northern Mariana Islands,7,298,8/1/2016 3:08,2016
1,52.35,2.144,104,9,us10006acw,39.9457,78.0176,4.4,26,8,China,35,298,8/1/2016 9:26,2016
1,27.56,5.991,140,10,us10006ad0,-9.4153,148.8176,4.4,15,8,Papua New Guinea,35,298,8/1/2016 10:15,2016
2,523.19,5.469,81,20,us10006afc,-21.0197,-177.2917,4.4,46,8,Fiji,23,298,8/2/2016 20:46,2016
3,189.75,1.591,74,1,us100069ne,-24.2092,-67.1068,4.4,34,8,Argentina,21,298,8/3/2016 1:34,2016
3,198.32,3.359,104,6,us100069pi,18.6162,145.649,4.4,15,8,Northern Mariana Islands,42,298,8/3/2016 6:15,2016
3,143.35,2.755,62,11,us100069s4,-7.4356,128.5733,4.4,10,8,Indonesia,51,298,8/3/2016 11:10,2016
3,553.62,4.262,89,11,us100069sl,-20.2611,-178.2997,4.4,26,8,Fiji,48,298,8/3/2016 11:26,2016
3,10,9.093,152,11,us10006afl,-29.0974,60.7312,4.4,37,8,Southwest Indian Ridge,57,298,8/3/2016 11:37,2016
3,10,8.512,55,19,us100069ya,56.0723,110.6443,4.4,28,8,Russia,54,298,8/3/2016 19:28,2016
3,538.08,3.652,143,19,us10006afx,-18.049,-178.1246,4.4,52,8,Fiji,29,298,8/3/2016 19:52,2016
3,218.43,2.157,27,20,us100069yj,-21.3395,-66.6236,4.4,39,8,Bolivia,50,298,8/3/2016 20:39,2016
4,190.78,3.176,74,11,us10006a20,18.4348,145.7441,4.4,6,8,Northern Mariana Islands,0,298,8/4/2016 11:06,2016
4,206.02,1.382,73,13,us10006a3s,36.4379,70.598,4.4,20,8,Afghanistan,43,298,8/4/2016 13:20,2016
4,51.46,1.288,63,17,us10006c3m,38.6991,72.3503,4.4,36,8,Tajikistan,45,298,8/4/2016 17:36,2016
4,24.36,1.471,57,17,us10006a6p,38.7359,72.7329,4.4,54,8,Tajikistan,59,298,8/4/2016 17:54,2016
4,95.86,1.35,105,20,us10006a7a,6.0317,126.4562,4.4,2,8,Philippines,14,298,8/4/2016 20:02,2016
4,202.39,1.038,61,23,us10006a7y,43.3646,140.2206,4.4,30,8,Japan,45,298,8/4/2016 23:30,2016
5,37,2.463,66,0,us10006a8b,39.5075,73.5372,4.4,34,8,Kyrgyzstan,9,298,8/5/2016 0:34,2016
5,221.98,2.402,122,9,us10006cba,2.9565,128.3974,4.4,17,8,Indonesia,2,298,8/5/2016 9:17,2016
5,143.97,1.96,89,20,us10006cbv,-6.4246,130.0862,4.4,17,8,Indonesia,32,298,8/5/2016 20:17,2016
5,567.13,4.506,77,22,us10006bsv,-20.9321,-178.5556,4.4,59,8,Fiji,47,298,8/5/2016 22:59,2016
6,140.35,6.713,113,18,us10006ccc,-58.093,-26.5888,4.4,33,8,South Sandwich Islands,37,298,8/6/2016 18:33,2016
7,62.02,1.1,149,13,us10006byt,13.9618,-90.7179,4.4,30,8,Guatemala,34,298,8/7/2016 13:30,2016
8,32.67,3.637,147,17,us10006cxd,-11.3474,163.1022,4.4,52,8,Solomon Islands,4,298,8/8/2016 17:52,2016
8,10,7.987,72,18,us10006cxi,31.6418,100.1252,4.4,21,8,China,18,298,8/8/2016 18:21,2016
8,531.25,5.819,76,19,us10006c6w,-23.6888,-179.9401,4.4,2,8,South of the Fiji Islands,23,298,8/8/2016 19:02,2016
8,40.1,0.149,118,19,us10006cxf,-4.4296,151.9396,4.4,19,8,Papua New Guinea,31,298,8/8/2016 19:19,2016
11,180.44,5.693,64,12,us10006d0j,20.8635,144.6655,4.4,5,8,Northern Mariana Islands,6,298,8/11/2016 12:05,2016
11,35.34,0.72,211,21,us10006d5c,0.9647,96.9384,4.4,1,8,Indonesia,32,298,8/11/2016 21:01,2016
12,10,6.017,132,8,us10006daa,34.7522,80.4081,4.4,23,8,China,22,298,8/12/2016 8:23,2016
14,67.06,2.275,131,1,us10006dqc,54.4357,161.6495,4.4,56,8,Russia,6,298,8/14/2016 1:56,2016
14,109.19,0.472,81,6,us10006dqt,-20.6827,-69.1586,4.4,23,8,Chile,56,298,8/14/2016 6:23,2016
14,514.52,3.798,55,10,us10006drv,-17.8283,-177.9619,4.4,37,8,Fiji region,46,298,8/14/2016 10:37,2016
14,65.97,2.727,160,21,us10006dty,17.0008,-95.7722,4.4,51,8,Mexico,27,298,8/14/2016 21:51,2016
14,444.17,4.364,57,21,us10006du0,-4.4948,125.4738,4.4,54,8,Indonesia,23,298,8/14/2016 21:54,2016
15,32.32,4.287,148,15,us10006dz7,56.3946,163.2043,4.4,21,8,Russia,6,298,8/15/2016 15:21,2016
15,10,4.386,174,17,us10006f3c,-34.036,-178.4697,4.4,49,8,New Zealand,22,298,8/15/2016 17:49,2016
16,79.16,0.464,116,11,us10006e4s,40.4237,141.441,4.4,24,8,Japan,9,298,8/16/2016 11:24,2016
16,2.46,0.845,128,16,us10006e97,36.9176,140.8047,4.4,1,8,Japan,4,298,8/16/2016 16:01,2016
16,57.49,1.745,162,21,us10006fsl,-10.3197,161.4799,4.4,3,8,Solomon Islands,12,298,8/16/2016 21:03,2016
17,10,1.04,246,11,us10006ft9,-20.4502,168.2209,4.4,32,8,New Caledonia,54,298,8/17/2016 11:32,2016
17,10,5.248,143,18,us10006eks,30.5023,66.435,4.4,58,8,Pakistan,19,298,8/17/2016 18:58,2016
17,154.46,3.167,58,20,us10006el7,-7.4171,128.1539,4.4,34,8,Indonesia,11,298,8/17/2016 20:34,2016
18,184.2,0.328,159,3,us10006en5,15.2341,-91.832,4.4,41,8,Guatemala,43,298,8/18/2016 3:41,2016
18,206.4,1.541,40,19,us10006evu,-23.9166,-66.866,4.4,36,8,Argentina,11,298,8/18/2016 19:36,2016
19,25,0.481,178,8,us10006f0g,-21.075,-70.3411,4.4,6,8,Chile,45,298,8/19/2016 8:06,2016
20,39.1,1.279,99,6,us10006fdy,1.6134,126.3981,4.4,35,8,Indonesia,24,298,8/20/2016 6:35,2016
23,522.01,4.783,75,22,us10006g81,-19.9531,-177.4594,4.4,37,8,Fiji,51,298,8/23/2016 22:37,2016
4,6.87,0.07481,174,0,nc72670060,40.1538333,-120.2131667,4.48,55,8,California,35,779,8/4/2016 0:55,2016
27,109.2,1.439,51,8,us20006i2p,35.9805,69.1573,4.5,37,7,Afghanistan,15,312,7/27/2016 8:37,2016
27,10,16.716,64,9,us100069gp,-52.1331,27.7175,4.5,34,7,South of Africa,50,312,7/27/2016 9:34,2016
29,193.42,3.21,28,18,us100068m5,18.4651,145.6209,4.5,27,7,Northern Mariana Islands,23,312,7/29/2016 18:27,2016
29,29.9,2.249,85,19,us100069rh,-3.2799,150.0996,4.5,40,7,Papua New Guinea,40,312,7/29/2016 19:40,2016
29,187.44,3.243,79,19,us100068mw,18.4999,145.6437,4.5,42,7,Northern Mariana Islands,43,312,7/29/2016 19:42,2016
30,204.31,3.555,100,5,us100068qy,18.8029,145.4697,4.5,38,7,Northern Mariana Islands,41,312,7/30/2016 5:38,2016
30,166.11,3.435,152,8,us100069ug,18.6842,145.5002,4.5,25,7,Northern Mariana Islands,28,312,7/30/2016 8:25,2016
30,534.48,5.766,94,16,us100068va,-23.7475,-179.951,4.5,55,7,South of the Fiji Islands,28,312,7/30/2016 16:55,2016
31,10,10.971,68,0,us10006a48,-35.5036,53.3197,4.5,40,7,Southwest Indian Ridge,50,312,7/31/2016 0:40,2016
31,504.34,3.83,86,9,us10006901,-26.2414,179.3729,4.5,7,7,South of the Fiji Islands,3,312,7/31/2016 9:07,2016
31,187.28,3.561,149,11,us10006a4n,18.795,145.335,4.5,25,7,Northern Mariana Islands,38,312,7/31/2016 11:25,2016
1,35.06,3.911,118,9,us10006acy,31.3148,76.9876,4.5,38,8,India,32,312,8/1/2016 9:38,2016
1,178.82,8.924,146,11,us10006ad3,-11.8558,166.5896,4.5,49,8,Solomon Islands,6,312,8/1/2016 11:49,2016
2,212.27,3.438,75,14,us100069iy,18.6966,145.6807,4.5,40,8,Northern Mariana Islands,4,312,8/2/2016 14:40,2016
2,622.13,6.191,103,17,us10006af2,-14.9295,172.3,4.5,39,8,Vanuatu region,1,312,8/2/2016 17:39,2016
3,70.42,3.353,96,1,us100069nf,49.9735,155.8088,4.5,33,8,Russia,54,312,8/3/2016 1:33,2016
3,89.49,0.05,95,2,us10006afg,13.5563,144.9084,4.5,9,8,Guam,53,312,8/3/2016 2:09,2016
3,109.51,1.96,77,5,us100069p2,36.2117,70.3056,4.5,38,8,Afghanistan,13,312,8/3/2016 5:38,2016
3,35.03,4.692,169,6,us100069p6,44.0588,149.1066,4.5,22,8,Russia,21,312,8/3/2016 6:22,2016
3,214.56,3.256,76,7,us100069pp,18.5058,145.5215,4.5,37,8,Northern Mariana Islands,16,312,8/3/2016 7:37,2016
3,611.84,3.146,37,9,us100069q5,-18.1535,-178.67,4.5,21,8,Fiji,3,312,8/3/2016 9:21,2016
3,193.48,3.187,85,12,us100069st,18.4451,145.6864,4.5,29,8,Northern Mariana Islands,1,312,8/3/2016 12:29,2016
4,52.08,3.803,63,10,us10006a1r,-3.0529,127.542,4.5,48,8,Indonesia,22,312,8/4/2016 10:48,2016
4,45.44,1.373,33,17,us10006a6c,38.7843,72.3745,4.5,34,8,Tajikistan,41,312,8/4/2016 17:34,2016
4,112.79,3.7,140,23,us10006a83,-8.1125,127.6288,4.5,44,8,East Timor,35,312,8/4/2016 23:44,2016
5,10,0.891,79,1,us10006a8t,25.9748,128.5449,4.5,39,8,Japan,39,312,8/5/2016 1:39,2016
5,68.85,0.697,266,10,us10006cbc,-28.5491,-177.8432,4.5,2,8,New Zealand,41,312,8/5/2016 10:02,2016
5,77.94,2.899,118,13,us10006ag7,3.6454,127.8758,4.5,58,8,Indonesia,8,312,8/5/2016 13:58,2016
6,12.3,0.362,42,13,us10006bv6,38.7746,70.6796,4.5,0,8,Tajikistan,38,312,8/6/2016 13:00,2016
6,81.47,0.713,113,17,us10006cce,-5.015,151.9096,4.5,14,8,Papua New Guinea,40,312,8/6/2016 17:14,2016
7,17.66,0.571,52,2,us10006bx6,10.6074,-83.8316,4.5,9,8,Costa Rica,50,312,8/7/2016 2:09,2016
7,10,9.178,86,5,us10006clj,-28.9879,61.1129,4.5,46,8,Southwest Indian Ridge,31,312,8/7/2016 5:46,2016
7,10,8.91,136,12,us10006byr,-2.4442,141.1566,4.5,40,8,Papua New Guinea,45,312,8/7/2016 12:40,2016
8,10,1.816,137,0,us10006cxm,12.0689,143.8351,4.5,12,8,Guam,26,312,8/8/2016 0:12,2016
8,372.28,3.146,128,9,us10006c1y,-31.8191,179.9594,4.5,53,8,New Zealand,7,312,8/8/2016 9:53,2016
8,165.42,5.286,136,20,us10006c7d,46.7346,150.4587,4.5,6,8,Russia,47,312,8/8/2016 20:06,2016
8,10,16.948,144,20,us10006cyi,-49.281,123.2657,4.5,18,8,Western Indian-Antarctic Ridge,1,312,8/8/2016 20:18,2016
8,192.18,3.493,100,20,us10006cyj,18.7282,145.3486,4.5,36,8,Northern Mariana Islands,1,312,8/8/2016 20:36,2016
8,76.15,0.686,121,20,us10006c7t,12.6267,-87.7499,4.5,49,8,Nicaragua,10,312,8/8/2016 20:49,2016
9,11.01,0.132,146,2,us10006c9f,8.494,-82.9803,4.5,24,8,Costa Rica,58,313,8/9/2016 2:24,2016
9,110.52,7.423,161,4,us10006cyv,-12.825,166.6905,4.5,22,8,Vanuatu,48,312,8/9/2016 4:22,2016
9,10,2.158,111,9,us10006caz,39.5593,73.5442,4.5,6,8,Kyrgyzstan,41,312,8/9/2016 9:06,2016
9,27.99,2.318,173,10,us10006ccq,4.616,94.702,4.5,4,8,Indonesia,51,312,8/9/2016 10:04,2016
9,17.68,1.122,76,13,us10006cds,-31.735,-72.1962,4.5,56,8,Chile,13,312,8/9/2016 13:56,2016
9,68.29,1.302,134,19,us10006czd,-28.0815,-177.2544,4.5,30,8,New Zealand,47,312,8/9/2016 19:30,2016
9,36.11,3.655,65,20,us10006chl,-8.1559,117.8323,4.5,16,8,Indonesia,1,312,8/9/2016 20:16,2016
9,141.1,4.019,139,21,us10006dbj,-16.8367,-174.6514,4.5,45,8,Tonga,23,312,8/9/2016 21:45,2016
10,10,10.714,128,5,us10006ck5,34.3553,86.147,4.5,35,8,China,35,312,8/10/2016 5:35,2016
10,61.05,2.622,116,16,us10006cqy,4.7153,126.771,4.5,34,8,Philippines,34,312,8/10/2016 16:34,2016
11,114.3,0.081,103,9,us10006cy6,37.603,71.7045,4.5,50,8,Tajikistan,56,312,8/11/2016 9:50,2016
11,49.07,3.202,65,11,us10006czu,-4.0096,129.2294,4.5,58,8,Indonesia,58,312,8/11/2016 11:58,2016
11,51.16,2.314,66,22,us10006d60,39.403,73.3984,4.5,7,8,Kyrgyzstan,8,312,8/11/2016 22:07,2016
12,484.69,2.354,54,0,us10006d6y,27.8826,139.6848,4.5,27,8,Japan,56,312,8/12/2016 0:27,2016
13,12.36,0.714,151,2,us10006din,-33.3999,-72.4123,4.5,21,8,Chile,5,312,8/13/2016 2:21,2016
13,46.05,0.763,163,9,us10006dkg,11.5919,-86.7455,4.5,38,8,Nicaragua,12,312,8/13/2016 9:38,2016
13,333.35,1.6,68,17,us10006dn0,32.5988,138.0139,4.5,49,8,Japan,36,312,8/13/2016 17:49,2016
14,61.65,1.219,174,0,us10006dpm,52.2427,-171.6494,4.5,5,8,Alaska,36,312,8/14/2016 0:05,2016
14,10,5.135,92,0,us10006dps,-4.3977,127.2916,4.5,19,8,Indonesia,10,312,8/14/2016 0:19,2016
14,10,15.765,135,14,us10006dsz,52.6443,-32.5524,4.5,57,8,Reykjanes Ridge,44,312,8/14/2016 14:57,2016
14,57.38,1.973,151,19,us10006dtr,4.9139,94.9915,4.5,48,8,Indonesia,37,312,8/14/2016 19:48,2016
15,10,0.659,151,13,us10006dxr,30.5993,-114.2771,4.5,6,8,Mexico,21,312,8/15/2016 13:06,2016
15,222.76,0.643,78,17,us10006f30,-4.7493,151.5545,4.5,41,8,Papua New Guinea,8,312,8/15/2016 17:41,2016
15,10,9.233,119,17,us10006f2z,-29.1836,60.876,4.5,45,8,Southwest Indian Ridge,53,312,8/15/2016 17:45,2016
15,196.78,3.433,124,18,us10006e0w,18.6886,145.6001,4.5,18,8,Northern Mariana Islands,28,312,8/15/2016 18:18,2016
15,10,3.158,198,18,us10006f35,-32.1289,-176.4096,4.5,28,8,New Zealand,2,312,8/15/2016 18:28,2016
16,151.02,1.25,97,18,us10006eav,36.4665,70.8337,4.5,35,8,Afghanistan,34,312,8/16/2016 18:35,2016
16,10,5.09,138,20,us10006fsj,-22.9386,173.2963,4.5,3,8,New Caledonia,52,312,8/16/2016 20:03,2016
16,10,2.411,184,21,us10006fsm,-27.5498,-175.975,4.5,46,8,New Zealand,1,312,8/16/2016 21:46,2016
16,114.27,4.159,90,22,us10006ebh,-5.8054,145.5352,4.5,22,8,Papua New Guinea,40,312,8/16/2016 22:22,2016
16,41.23,0.907,134,22,us10006ebn,37.3242,141.7046,4.5,56,8,Japan,17,312,8/16/2016 22:56,2016
18,10,5.497,81,3,us10006en1,73.2809,6.3606,4.5,32,8,Greenland Sea,34,312,8/18/2016 3:32,2016
21,519.83,3.198,41,11,us10006fl7,-17.7203,-178.5915,4.5,32,8,Fiji,57,312,8/21/2016 11:32,2016
21,179.12,3.472,99,23,us10006fnv,18.7207,145.486,4.5,11,8,Northern Mariana Islands,2,312,8/21/2016 23:11,2016
22,35,6.085,97,11,us10006fsa,-2.3932,138.3183,4.5,33,8,Indonesia,31,312,8/22/2016 11:33,2016
23,21.17,2.243,76,18,us10006g6m,29.2609,130.5674,4.5,0,8,Japan,13,312,8/23/2016 18:00,2016
23,110.16,1.517,74,18,us10006g6t,35.9654,69.6909,4.5,37,8,Afghanistan,10,312,8/23/2016 18:37,2016
24,10,0.485,49,0,us10006g8k,42.7545,13.0332,4.5,6,8,Italy,53,315,8/24/2016 0:06,2016
27,10,1.19,58,19,us100067wm,39.4543,73.3421,4.6,27,7,Kyrgyzstan,44,326,7/27/2016 19:27,2016
28,36.96,2.955,78,11,us1000682i,26.9417,53.7754,4.6,34,7,Iran,9,326,7/28/2016 11:34,2016
29,210.4,1.412,64,7,us100068d5,-24.137,-67.3328,4.6,27,7,Argentina,50,326,7/29/2016 7:27,2016
29,160.84,6.307,114,20,us100069te,-14.4596,167.819,4.6,49,7,Vanuatu,32,326,7/29/2016 20:49,2016
30,53.06,1.282,108,17,us100068ve,6.0322,126.3465,4.6,3,7,Philippines,16,326,7/30/2016 17:03,2016
31,207.54,2.695,83,13,us1000690q,-6.5175,129.0121,4.6,20,7,Indonesia,31,326,7/31/2016 13:20,2016
31,207.2,3.227,53,19,us1000692e,18.4798,145.5728,4.6,57,7,Northern Mariana Islands,5,326,7/31/2016 19:57,2016
31,52.7,2.408,75,22,us10006930,17.2113,147.2465,4.6,36,7,Northern Mariana Islands,22,326,7/31/2016 22:36,2016
1,509.04,4.844,101,1,us1000693g,-24.8047,179.854,4.6,11,8,South of the Fiji Islands,56,326,8/1/2016 1:11,2016
1,33.9,2.279,84,4,us1000694s,41.6813,72.93,4.6,0,8,Kyrgyzstan,14,326,8/1/2016 4:00,2016
1,10,2.825,123,9,us10006acx,-4.4721,-169.447,4.6,46,8,Kiribati region,24,326,8/1/2016 9:46,2016
1,194.96,3.729,104,14,us1000699m,18.9694,145.368,4.6,31,8,Northern Mariana Islands,42,326,8/1/2016 14:31,2016
1,129.62,2.167,71,19,us100069bq,-7.4123,129.1882,4.6,11,8,Indonesia,38,326,8/1/2016 19:11,2016
2,39.07,0.565,169,3,us100069fs,15.1183,-60.4098,4.6,58,8,Martinique,33,326,8/2/2016 3:58,2016
2,47.03,1.313,175,4,us100069ek,16.8835,-99.7453,4.6,0,8,Mexico,34,327,8/2/2016 4:00,2016
2,17.79,0.878,117,12,us100069h8,35.3799,140.4697,4.6,10,8,Japan,33,331,8/2/2016 12:10,2016
2,10,36.338,95,18,us10006af4,-21.0113,-11.4985,4.6,22,8,Southern Mid-Atlantic Ridge,34,326,8/2/2016 18:22,2016
2,47.84,4.602,179,19,us100069l9,44.1788,148.9868,4.6,33,8,Russia,22,326,8/2/2016 19:33,2016
3,52.4,2.858,157,8,us100069pu,16.0813,-95.1048,4.6,1,8,Mexico,29,326,8/3/2016 8:01,2016
3,78.76,2.474,121,18,us100069xr,-13.2841,-74.6778,4.6,35,8,Peru,42,326,8/3/2016 18:35,2016
3,10,0.718,76,22,us100069ys,35.2511,69.1885,4.6,20,8,Afghanistan,6,328,8/3/2016 22:20,2016
4,10,5.753,114,18,us10006c3r,-55.7572,-26.823,4.6,27,8,South Georgia and the South Sandwich Islands,36,326,8/4/2016 18:27,2016
4,31.54,3.695,73,21,us10006a7l,-18.6387,167.9488,4.6,3,8,Vanuatu,50,326,8/4/2016 21:03,2016
7,31.66,2.775,86,4,us10006bxf,6.8868,-76.2255,4.6,20,8,Colombia,13,326,8/7/2016 4:20,2016
7,78.96,6.74,67,19,us10006bzs,16.5717,119.7958,4.6,43,8,Philippines,47,326,8/7/2016 19:43,2016
8,16.23,1.794,50,7,us10006c1e,39.9451,67.5467,4.6,50,8,Uzbekistan,29,326,8/8/2016 7:50,2016
8,23.66,2.617,177,17,us10006c65,-14.5538,-76.2397,4.6,45,8,Peru,3,326,8/8/2016 17:45,2016
8,10,6.367,117,17,us10006cxc,-23.3895,-175.0769,4.6,47,8,Tonga,46,326,8/8/2016 17:47,2016
9,2.55,0.235,112,0,us10006c91,-0.1678,-78.3607,4.6,23,8,Ecuador,35,359,8/9/2016 0:23,2016
